"","siteID","native.US","n","routeID","easting","northing"
"635","129_11","Non-native",4,129,502638,3570923
"636","129_12","Native",16,129,503875,3570237
"637","129_12","Non-native",4,129,503875,3570237
"638","130_01","Native",23,130,497901,3565829
"639","130_01","Non-native",2,130,497901,3565829
"640","130_02","Native",22,130,496796,3566842
"641","130_02","Non-native",3,130,496796,3566842
"642","130_03","Native",25,130,497546,3566564
"643","130_03","Non-native",3,130,497546,3566564
"644","130_04","Native",19,130,498108,3565920
"645","130_04","Non-native",2,130,498108,3565920
"646","130_05","Native",23,130,495907,3567329
"647","130_05","Non-native",3,130,495907,3567329
"648","130_06","Native",19,130,496141,3566994
"649","130_06","Non-native",1,130,496141,3566994
"650","130_06a","Native",10,130,496072,3566980
"651","130_06a","Non-native",1,130,496072,3566980
"652","130_07","Native",22,130,495108,3568198
"653","130_07","Non-native",2,130,495108,3568198
"654","130_08","Native",23,130,496807,3568736
"655","130_08","Non-native",3,130,496807,3568736
"656","130_08a","Native",10,130,496688,3568694
"657","130_08a","Non-native",1,130,496688,3568694
"658","130_09","Native",26,130,496606,3569838
"659","130_09","Non-native",2,130,496606,3569838
"660","130_10","Native",25,130,497856,3569580
"661","130_10","Non-native",3,130,497856,3569580
"662","130_11","Native",11,130,498462,3569369
"663","130_11","Non-native",4,130,498462,3569369
"664","131_01","Native",24,131,497095,3564697
"665","131_01","Non-native",3,131,497095,3564697
"666","131_02","Native",33,131,498100,3564558
"667","131_02","Non-native",3,131,498100,3564558
"668","131_03","Native",30,131,498830,3565779
"669","131_03","Non-native",3,131,498830,3565779
"670","131_04","Native",29,131,499910,3565356
"671","131_04","Non-native",1,131,499910,3565356
"672","131_05","Native",25,131,499491,3566188
"673","131_05","Non-native",4,131,499491,3566188
"674","131_06","Native",25,131,499274,3567424
"675","131_06","Non-native",4,131,499274,3567424
"676","131_07","Native",30,131,500857,3567005
"677","131_07","Non-native",4,131,500857,3567005
"678","131_08","Native",22,131,501816,3567394
"679","131_08","Non-native",3,131,501816,3567394
"680","131_09","Native",16,131,501775,3568371
"681","131_09","Non-native",4,131,501775,3568371
"682","131_10","Native",20,131,501275,3569780
"683","131_10","Non-native",4,131,501275,3569780
"684","131_11","Native",14,131,502381,3569441
"685","131_11","Non-native",4,131,502381,3569441
"686","131_12","Native",17,131,503495,3569641
"687","131_12","Non-native",3,131,503495,3569641
"688","131_13","Native",10,131,503503,3569602
"689","131_13","Non-native",3,131,503503,3569602
"690","132_01","Native",28,132,498425,3563776
"691","132_01","Non-native",1,132,498425,3563776
"692","132_02","Native",20,132,499114,3563858
"693","132_03","Native",19,132,500051,3563598
"694","132_04","Native",25,132,499832,3564631
"695","132_05","Native",19,132,500464,3564079
"696","132_05","Non-native",2,132,500464,3564079
"697","132_06","Native",21,132,500966,3565394
"698","132_06","Non-native",4,132,500966,3565394
"699","132_07","Native",21,132,500930,3566588
"700","132_07","Non-native",4,132,500930,3566588
"701","132_08","Native",18,132,501335,3566330
"702","132_08","Non-native",4,132,501335,3566330
"703","132_09","Native",11,132,502927,3566097
"704","132_09","Non-native",4,132,502927,3566097
"705","132_10","Native",15,132,502235,3567423
"706","132_10","Non-native",4,132,502235,3567423
"707","132_11","Native",11,132,502147,3568073
"708","132_11","Non-native",3,132,502147,3568073
"709","132_12","Native",21,132,503187,3568709
"710","132_12","Non-native",4,132,503187,3568709
"711","133_01","Native",10,133,502048,3560035
"712","133_01","Non-native",3,133,502048,3560035
"713","133_02","Native",9,133,502925,3560028
"714","133_02","Non-native",3,133,502925,3560028
"715","133_03","Native",16,133,502967,3560712
"716","133_03","Non-native",3,133,502967,3560712
"717","133_04","Native",12,133,502700,3561801
"718","133_04","Non-native",2,133,502700,3561801
"719","133_05","Native",10,133,503563,3561264
"720","133_05","Non-native",3,133,503563,3561264
"721","133_06","Native",11,133,503123,3562219
"722","133_06","Non-native",2,133,503123,3562219
"723","133_07","Native",17,133,501753,3563772
"724","133_07","Non-native",3,133,501753,3563772
"725","133_08","Native",10,133,502385,3563482
"726","133_08","Non-native",3,133,502385,3563482
"727","133_08a","Native",5,133,502250,3563209
"728","133_08a","Non-native",2,133,502250,3563209
"729","133_09","Native",10,133,503122,3563106
"730","133_09","Non-native",3,133,503122,3563106
"731","133_10","Native",24,133,501390,3564401
"732","133_10","Non-native",2,133,501390,3564401
"733","133_11","Native",15,133,502315,3564491
"734","133_11","Non-native",2,133,502315,3564491
"735","133_12","Native",20,133,501637,3565379
"736","133_12","Non-native",3,133,501637,3565379
"737","134_01","Native",13,134,504408,3558210
"738","134_01","Non-native",4,134,504408,3558210
"739","134_02","Native",11,134,504237,3559722
"740","134_02","Non-native",4,134,504237,3559722
"741","134_03","Native",10,134,504127,3561267
"742","134_03","Non-native",2,134,504127,3561267
"743","134_04","Native",17,134,504520,3561995
"744","134_04","Non-native",4,134,504520,3561995
"745","134_05","Native",10,134,504204,3562326
"746","134_05","Non-native",4,134,504204,3562326
"747","134_06","Native",12,134,504233,3563945
"748","134_06","Non-native",4,134,504233,3563945
"749","134_07","Native",13,134,503398,3564758
"750","134_07","Non-native",4,134,503398,3564758
"751","134_08","Native",17,134,504505,3564668
"752","134_08","Non-native",4,134,504505,3564668
"753","134_09","Native",10,134,502523,3565609
"754","134_09","Non-native",3,134,502523,3565609
"755","134_10","Native",15,134,503435,3565395
"756","134_10","Non-native",4,134,503435,3565395
"757","134_11","Native",16,134,503234,3567842
"758","134_11","Non-native",4,134,503234,3567842
"759","134_12","Native",16,134,503058,3567202
"760","134_12","Non-native",3,134,503058,3567202
"761","135_01","Native",28,135,494680,3558305
"762","135_01","Non-native",1,135,494680,3558305
"763","135_02","Native",23,135,495091,3557951
"764","135_02","Non-native",2,135,495091,3557951
"765","135_03","Native",33,135,495876,3558476
"766","135_03","Non-native",1,135,495876,3558476
"767","135_04","Native",23,135,493314,3558510
"768","135_04","Non-native",3,135,493314,3558510
"769","135_05","Native",31,135,494433,3559616
"770","135_05","Non-native",2,135,494433,3559616
"771","135_06","Native",23,135,495642,3559515
"772","135_06","Non-native",3,135,495642,3559515
"773","135_07a","Native",17,135,496415,3559255
"774","135_07a","Non-native",1,135,496415,3559255
"775","135_08","Native",21,135,493657,3559688
"776","135_09a","Native",25,135,493284,3560907
"777","135_09a","Non-native",1,135,493284,3560907
"778","135_09b","Native",13,135,492603,3560840
"779","135_09b","Non-native",1,135,492603,3560840
"780","135_10","Native",18,135,495326,3560324
"781","135_10","Non-native",3,135,495326,3560324
"782","136_01","Native",19,136,499049,3558482
"783","136_01","Non-native",3,136,499049,3558482
"784","136_02","Native",17,136,498202,3559066
"785","136_02","Non-native",2,136,498202,3559066
"786","136_03","Native",20,136,498461,3560008
"787","136_03","Non-native",2,136,498461,3560008
"788","136_04","Native",17,136,499167,3559022
"789","136_04","Non-native",2,136,499167,3559022
"790","136_05a","Native",8,136,497687,3560008
"791","136_06","Native",21,136,498518,3560864
"792","136_06","Non-native",1,136,498518,3560864
"793","136_07","Native",25,136,499492,3560507
"794","136_07","Non-native",3,136,499492,3560507
"795","136_08","Native",20,136,500055,3560461
"796","136_08","Non-native",4,136,500055,3560461
"797","136_09","Native",18,136,498799,3561746
"798","136_09","Non-native",3,136,498799,3561746
"799","136_10","Native",17,136,499639,3561400
"800","136_10","Non-native",4,136,499639,3561400
"801","136_11","Native",17,136,501042,3561762
"802","136_11","Non-native",2,136,501042,3561762
"803","136_12","Native",20,136,501183,3561965
"804","136_12","Non-native",4,136,501183,3561965
"805","137_01","Native",25,137,495045,3556061
"806","137_01","Non-native",3,137,495045,3556061
"807","137_02","Native",29,137,496500,3556019
"808","137_02","Non-native",4,137,496500,3556019
"809","137_03","Native",24,137,495684,3556258
"810","137_03","Non-native",4,137,495684,3556258
"811","137_04","Native",24,137,496488,3556371
"812","137_04","Non-native",3,137,496488,3556371
"813","137_05","Native",19,137,497697,3556735
"814","137_05","Non-native",5,137,497697,3556735
"815","137_06","Native",24,137,494288,3557483
"816","137_06","Non-native",4,137,494288,3557483
"817","137_07","Native",23,137,495284,3557679
"818","137_07","Non-native",3,137,495284,3557679
"819","137_08","Native",19,137,496841,3557410
"820","137_08","Non-native",4,137,496841,3557410
"821","137_09","Native",39,137,497764,3557710
"822","137_09","Non-native",3,137,497764,3557710
"823","137_10","Native",25,137,498508,3557708
"824","137_10","Non-native",4,137,498508,3557708
"825","137_11","Native",27,137,497679,3558630
"826","137_11","Non-native",1,137,497679,3558630
"827","137_12","Native",29,137,498495,3558661
"828","137_12","Non-native",2,137,498495,3558661
"829","138_01","Native",25,138,496741,3554364
"830","138_01","Non-native",4,138,496741,3554364
"831","138_02","Native",25,138,497337,3554413
"832","138_02","Non-native",4,138,497337,3554413
"833","138_03","Native",14,138,497552,3555991
"834","138_03","Non-native",4,138,497552,3555991
"835","138_04","Native",23,138,498060,3555675
"836","138_04","Non-native",4,138,498060,3555675
"837","138_05","Native",20,138,498612,3556812
"838","138_05","Non-native",3,138,498612,3556812
"839","138_06","Native",7,138,499925,3556734
"840","138_06","Non-native",3,138,499925,3556734
"841","138_07","Native",13,138,499582,3557783
"842","138_07","Non-native",4,138,499582,3557783
"843","138_08","Native",14,138,500305,3557949
"844","138_08","Non-native",3,138,500305,3557949
"845","138_09","Native",21,138,500936,3558114
"846","138_09","Non-native",2,138,500936,3558114
"847","138_10","Native",23,138,500782,3559674
"848","138_10","Non-native",4,138,500782,3559674
"849","138_11","Native",23,138,501435,3559887
"850","138_11","Non-native",4,138,501435,3559887
"851","138_12","Native",11,138,502884,3559624
"852","138_12","Non-native",3,138,502884,3559624
"853","139_01","Native",24,139,498394,3554413
"854","139_01","Non-native",4,139,498394,3554413
"855","139_02","Native",22,139,499282,3554054
"856","139_02","Non-native",4,139,499282,3554054
"857","139_03","Native",25,139,499713,3555266
"858","139_03","Non-native",3,139,499713,3555266
"859","139_04","Native",19,139,500127,3555726
"860","139_04","Non-native",3,139,500127,3555726
"861","139_05","Native",15,139,501651,3555404
"862","139_05","Non-native",4,139,501651,3555404
"863","139_06","Native",25,139,500150,3556864
"864","139_06","Non-native",3,139,500150,3556864
"865","139_07","Native",17,139,501879,3556003
"866","139_07","Non-native",4,139,501879,3556003
"867","139_08","Native",23,139,501139,3557157
"868","139_08","Non-native",2,139,501139,3557157
"869","139_09","Native",12,139,501636,3558219
"870","139_09","Non-native",4,139,501636,3558219
"871","139_10","Native",14,139,502202,3558982
"872","139_10","Non-native",4,139,502202,3558982
"873","139_11","Native",16,139,503930,3558976
"874","139_11","Non-native",4,139,503930,3558976
"875","139_12","Native",11,139,503130,3559422
"876","139_12","Non-native",3,139,503130,3559422
"877","140_01","Native",28,140,500430,3554739
"878","140_01","Non-native",1,140,500430,3554739
"879","140_02","Native",15,140,501319,3554399
"880","140_02","Non-native",4,140,501319,3554399
"881","140_03","Native",16,140,502698,3554680
"882","140_03","Non-native",4,140,502698,3554680
"883","140_04","Native",8,140,502653,3555385
"884","140_04","Non-native",4,140,502653,3555385
"885","140_05","Native",11,140,502906,3556260
"886","140_05","Non-native",3,140,502906,3556260
"887","140_06","Native",9,140,502679,3557901
"888","140_06","Non-native",4,140,502679,3557901
"889","140_07","Native",11,140,503198,3557785
"890","140_07","Non-native",4,140,503198,3557785
"891","140_08","Native",17,140,504746,3557735
"892","140_08","Non-native",3,140,504746,3557735
"893","140_09","Native",8,140,505871,3557705
"894","140_09","Non-native",4,140,505871,3557705
"895","140_10","Native",14,140,505599,3558220
"896","140_10","Non-native",4,140,505599,3558220
"897","140_11","Native",9,140,505375,3559035
"898","140_11","Non-native",4,140,505375,3559035
"899","140_12","Native",14,140,505224,3560914
"900","140_12","Non-native",2,140,505224,3560914
"901","141_01","Native",14,141,503687,3555271
"902","141_01","Non-native",4,141,503687,3555271
"903","141_02","Native",12,141,503548,3556401
"904","141_02","Non-native",2,141,503548,3556401
"905","141_03","Native",12,141,504205,3556819
"906","141_03","Non-native",3,141,504205,3556819
"907","141_04","Native",11,141,505065,3556076
"908","141_04","Non-native",4,141,505065,3556076
"909","141_05","Native",19,141,506250,3556244
"910","141_05","Non-native",2,141,506250,3556244
"911","141_06","Native",22,141,506409,3557067
"912","141_06","Non-native",4,141,506409,3557067
"913","141_07","Native",21,141,506190,3558210
"914","141_07","Non-native",4,141,506190,3558210
"915","141_08","Native",19,141,506577,3559349
"916","141_08","Non-native",2,141,506577,3559349
"917","141_09","Native",23,141,506767,3560154
"918","141_09","Non-native",2,141,506767,3560154
"919","141_10","Native",21,141,505629,3561363
"920","141_10","Non-native",4,141,505629,3561363
"921","141_11","Native",16,141,506044,3561680
"922","141_11","Non-native",4,141,506044,3561680
"923","141_12","Native",14,141,505343,3562311
"924","141_12","Non-native",4,141,505343,3562311
"925","142_01","Native",18,142,503628,3554905
"926","142_01","Non-native",3,142,503628,3554905
"927","142_02","Native",7,142,504106,3554214
"928","142_02","Non-native",3,142,504106,3554214
"929","142_03","Native",10,142,504535,3555343
"930","142_03","Non-native",3,142,504535,3555343
"931","142_04","Native",10,142,505442,3555334
"932","142_04","Non-native",3,142,505442,3555334
"933","142_05","Native",12,142,506117,3555743
"934","142_05","Non-native",2,142,506117,3555743
"935","142_06","Native",15,142,507910,3555345
"936","142_06","Non-native",2,142,507910,3555345
"937","142_07","Native",11,142,507804,3556724
"938","142_07","Non-native",3,142,507804,3556724
"939","142_08","Native",12,142,507657,3557553
"940","142_08","Non-native",3,142,507657,3557553
"941","142_09","Native",9,142,507780,3558696
"942","142_09","Non-native",1,142,507780,3558696
"943","142_10","Native",10,142,507003,3559492
"944","142_10","Non-native",3,142,507003,3559492
"945","142_11","Native",13,142,507734,3560849
"946","142_11","Non-native",3,142,507734,3560849
"947","142_12","Native",10,142,507677,3561508
"948","142_12","Non-native",2,142,507677,3561508
"949","143_01","Native",21,143,505765,3554685
"950","143_01","Non-native",2,143,505765,3554685
"951","143_02","Native",21,143,506588,3554501
"952","143_02","Non-native",2,143,506588,3554501
"953","143_03","Native",12,143,507732,3554506
"954","143_03","Non-native",2,143,507732,3554506
"955","143_04","Native",11,143,508531,3554522
"956","143_04","Non-native",2,143,508531,3554522
"957","143_05","Native",13,143,509314,3554392
"958","143_05","Non-native",2,143,509314,3554392
"959","143_06","Native",17,143,510682,3553981
"960","143_06","Non-native",3,143,510682,3553981
"961","143_07","Native",20,143,511781,3554911
"962","143_07","Non-native",4,143,511781,3554911
"963","143_08","Native",16,143,512169,3554482
"964","143_08","Non-native",4,143,512169,3554482
"965","143_09","Native",18,143,508389,3555702
"966","143_09","Non-native",3,143,508389,3555702
"967","143_10","Native",14,143,510175,3555783
"968","143_10","Non-native",4,143,510175,3555783
"969","143_11","Native",26,143,511805,3555502
"970","143_11","Non-native",3,143,511805,3555502
"971","143_12","Native",13,143,511791,3556291
"972","143_12","Non-native",1,143,511791,3556291
"973","144_01","Native",26,144,509317,3555684
"974","144_01","Non-native",4,144,509317,3555684
"975","144_02","Native",22,144,509073,3556162
"976","144_02","Non-native",4,144,509073,3556162
"977","144_03","Native",20,144,509301,3556319
"978","144_03","Non-native",4,144,509301,3556319
"979","144_04","Native",21,144,510845,3556938
"980","144_04","Non-native",3,144,510845,3556938
"981","144_05","Native",32,144,508226,3557803
"982","144_05","Non-native",4,144,508226,3557803
"983","144_06","Native",26,144,508924,3557386
"984","144_06","Non-native",4,144,508924,3557386
"985","144_07","Native",26,144,510180,3557515
"986","144_07","Non-native",3,144,510180,3557515
"987","144_08","Native",16,144,508784,3558846
"988","144_08","Non-native",3,144,508784,3558846
"989","144_09","Native",17,144,509446,3558532
"990","144_09","Non-native",2,144,509446,3558532
"991","144_10","Native",18,144,508136,3559079
"992","144_10","Non-native",3,144,508136,3559079
"993","144_11","Native",15,144,509231,3559191
"994","144_11","Non-native",2,144,509231,3559191
"995","144_12","Native",13,144,508151,3560546
"996","144_12","Non-native",2,144,508151,3560546
"997","145_01","Native",12,145,513405,3554279
"998","145_01","Non-native",2,145,513405,3554279
"999","145_02","Native",10,145,514724,3554442
"1000","145_02","Non-native",1,145,514724,3554442
"1001","145_03","Native",4,145,516140,3554649
"1002","145_04","Native",6,145,516596,3554085
"1003","145_05","Native",12,145,517581,3553891
"1004","145_06","Native",9,145,512879,3555914
"1005","145_07","Native",9,145,513401,3555549
"1006","145_08","Native",9,145,514683,3555211
"1007","145_09","Native",4,145,515546,3555319
"1008","145_10","Native",7,145,513387,3556440
"1009","145_10","Non-native",1,145,513387,3556440
"1010","145_11","Native",7,145,514855,3556376
"1011","145_12","Native",11,145,513402,3557010
"1012","145_12","Non-native",1,145,513402,3557010
"1013","146_01","Native",32,146,509409,3574177
"1014","146_01","Non-native",3,146,509409,3574177
"1015","146_02","Native",26,146,510728,3573908
"1016","146_02","Non-native",1,146,510728,3573908
"1017","146_03","Native",29,146,513355,3574261
"1018","146_03","Non-native",1,146,513355,3574261
"1019","146_04","Native",28,146,514718,3574716
"1020","146_04","Non-native",2,146,514718,3574716
"1021","146_05","Native",33,146,511047,3575102
"1022","146_05","Non-native",1,146,511047,3575102
"1023","146_06","Native",35,146,513414,3575237
"1024","146_06","Non-native",2,146,513414,3575237
"1025","146_07","Native",31,146,514524,3575297
"1026","146_07","Non-native",2,146,514524,3575297
"1027","146_08","Native",32,146,510486,3577023
"1028","146_08","Non-native",2,146,510486,3577023
"1029","146_09","Native",34,146,511237,3576625
"1030","146_09","Non-native",2,146,511237,3576625
"1031","146_10","Native",35,146,512493,3576255
"1032","146_10","Non-native",2,146,512493,3576255
"1033","146_11","Native",25,146,513260,3576637
"1034","146_11","Non-native",2,146,513260,3576637
"1035","146_12","Native",35,146,513123,3577018
"1036","146_12","Non-native",1,146,513123,3577018
"1037","147_01","Native",16,147,514190,3572439
"1038","147_01","Non-native",1,147,514190,3572439
"1039","147_01a","Native",5,147,514059,3572397
"1040","147_01a","Non-native",1,147,514059,3572397
"1041","147_02","Native",18,147,514736,3572409
"1042","147_02","Non-native",1,147,514736,3572409
"1043","147_03","Native",18,147,510544,3573197
"1044","147_03","Non-native",1,147,510544,3573197
"1045","147_04","Native",16,147,511159,3573970
"1046","147_04","Non-native",2,147,511159,3573970
"1047","147_05","Native",23,147,512393,3573319
"1048","147_05","Non-native",2,147,512393,3573319
"1049","147_06","Native",21,147,513126,3573951
"1050","147_06","Non-native",1,147,513126,3573951
"1051","147_07","Native",20,147,514307,3573844
"1052","147_07","Non-native",1,147,514307,3573844
"1053","147_08","Native",18,147,511742,3574521
"1054","147_08","Non-native",1,147,511742,3574521
"1055","147_09","Native",20,147,512979,3574160
"1056","147_09","Non-native",1,147,512979,3574160
"1057","147_10","Native",20,147,511186,3574940
"1058","147_10","Non-native",2,147,511186,3574940
"1059","147_10a","Native",5,147,511129,3574732
"1060","147_11","Native",23,147,512879,3575246
"1061","147_11","Non-native",2,147,512879,3575246
"1062","148_01","Native",7,148,512618,3571048
"1063","148_01a","Native",21,148,512718,3571000
"1064","148_01a","Non-native",2,148,512718,3571000
"1065","148_02","Native",24,148,513656,3571353
"1066","148_02","Non-native",1,148,513656,3571353
"1067","148_03","Native",20,148,514346,3571439
"1068","148_03","Non-native",2,148,514346,3571439
"1069","148_04a","Native",24,148,515351,3571198
"1070","148_04a","Non-native",2,148,515351,3571198
"1071","148_05","Native",18,148,515310,3572607
"1072","148_05","Non-native",2,148,515310,3572607
"1073","148_06","Native",6,148,515088,3573449
"1074","148_06a","Native",20,148,515099,3573396
"1075","148_06a","Non-native",1,148,515099,3573396
"1076","148_07","Native",25,148,515437,3574644
"1077","148_07","Non-native",2,148,515437,3574644
"1078","148_08","Native",22,148,515995,3575593
"1079","148_08","Non-native",1,148,515995,3575593
"1080","148_09","Native",29,148,514820,3576221
"1081","148_09","Non-native",2,148,514820,3576221
"1082","148_10","Native",23,148,516202,3576066
"1083","148_10","Non-native",1,148,516202,3576066
"1084","149_01","Native",17,149,516986,3568358
"1085","149_01","Non-native",3,149,516986,3568358
"1086","149_02","Native",23,149,517970,3568420
"1087","149_02","Non-native",4,149,517970,3568420
"1088","149_02a","Native",26,149,517924,3568467
"1089","149_02a","Non-native",2,149,517924,3568467
"1090","149_03","Native",37,149,518925,3568236
"1091","149_03","Non-native",3,149,518925,3568236
"1092","149_04","Native",23,149,520238,3568850
"1093","149_04","Non-native",2,149,520238,3568850
"1094","149_05","Native",16,149,519336,3569822
"1095","149_05","Non-native",2,149,519336,3569822
"1096","149_05a","Native",15,149,519181,3569788
"1097","149_05a","Non-native",2,149,519181,3569788
"1098","149_06","Native",19,149,519609,3570634
"1099","149_06","Non-native",3,149,519609,3570634
"1100","149_07","Native",29,149,519889,3571600
"1101","149_07","Non-native",3,149,519889,3571600
"1102","149_07a","Native",8,149,519584,3571223
"1103","149_07a","Non-native",1,149,519584,3571223
"1104","149_08","Native",19,149,519722,3572373
"1105","149_08","Non-native",2,149,519722,3572373
"1106","149_09","Native",21,149,518612,3573973
"1107","149_09","Non-native",1,149,518612,3573973
"1108","149_09a","Native",21,149,518458,3573814
"1109","149_09a","Non-native",1,149,518458,3573814
"1110","149_10","Native",22,149,519411,3573250
"1111","149_10","Non-native",2,149,519411,3573250
"1112","149_11","Native",25,149,519702,3574213
"1113","149_11","Non-native",1,149,519702,3574213
"1114","149_12","Native",15,149,519785,3574572
"1115","149_12a","Native",20,149,520134,3574501
"1116","149_12a","Non-native",2,149,520134,3574501
"1117","150_01","Native",18,150,509593,3563820
"1118","150_01","Non-native",4,150,509593,3563820
"1119","150_02","Native",21,150,510442,3563628
"1120","150_02","Non-native",4,150,510442,3563628
"1121","150_03","Native",19,150,510469,3564102
"1122","150_03","Non-native",4,150,510469,3564102
"1123","150_04","Native",17,150,511650,3564004
"1124","150_04","Non-native",3,150,511650,3564004
"1125","150_05","Native",13,150,510131,3565156
"1126","150_05","Non-native",4,150,510131,3565156
"1127","150_06","Native",11,150,511844,3565845
"1128","150_06","Non-native",2,150,511844,3565845
"1129","150_07","Native",16,150,512164,3565908
"1130","150_07","Non-native",3,150,512164,3565908
"1131","150_08","Native",14,150,511629,3566810
"1132","150_08","Non-native",4,150,511629,3566810
"1133","150_09","Native",19,150,512520,3566779
"1134","150_09","Non-native",4,150,512520,3566779
"1135","150_10","Native",15,150,512372,3567780
"1136","150_10","Non-native",4,150,512372,3567780
"1137","150_11","Native",26,150,513131,3568090
"1138","150_11","Non-native",3,150,513131,3568090
"1139","150_12","Native",30,150,512223,3569454
"1140","150_12","Non-native",3,150,512223,3569454
"1141","151_01","Native",31,151,515611,3569943
"1142","151_01","Non-native",3,151,515611,3569943
"1143","151_02","Native",38,151,516993,3569438
"1144","151_02","Non-native",3,151,516993,3569438
"1145","151_03","Native",30,151,517594,3569326
"1146","151_03","Non-native",3,151,517594,3569326
"1147","151_04","Native",28,151,518008,3569405
"1148","151_04","Non-native",3,151,518008,3569405
"1149","151_05","Native",34,151,517798,3570698
"1150","151_05","Non-native",3,151,517798,3570698
"1151","151_06","Native",22,151,518516,3570269
"1152","151_06","Non-native",3,151,518516,3570269
"1153","151_07","Native",25,151,517697,3571395
"1154","151_07","Non-native",3,151,517697,3571395
"1155","151_08","Native",44,151,518331,3571849
"1156","151_08","Non-native",3,151,518331,3571849
"1157","151_09","Native",28,151,517343,3572702
"1158","151_09","Non-native",2,151,517343,3572702
"1159","151_09a","Native",23,151,517357,3572644
"1160","151_09a","Non-native",2,151,517357,3572644
"1161","151_10","Native",35,151,518210,3572325
"1162","151_10","Non-native",2,151,518210,3572325
"1163","151_11","Native",32,151,517112,3573878
"1164","151_11","Non-native",3,151,517112,3573878
"1165","151_12","Native",32,151,517593,3574034
"1166","151_12","Non-native",2,151,517593,3574034
"1167","152_01","Native",20,152,512009,3563836
"1168","152_01","Non-native",3,152,512009,3563836
"1169","152_02","Native",14,152,512739,3564997
"1170","152_02","Non-native",3,152,512739,3564997
"1171","152_03","Native",23,152,513742,3564483
"1172","152_03","Non-native",3,152,513742,3564483
"1173","152_04","Native",21,152,513339,3565733
"1174","152_04","Non-native",1,152,513339,3565733
"1175","152_05","Native",28,152,513911,3566073
"1176","152_05","Non-native",3,152,513911,3566073
"1177","152_06","Native",16,152,514522,3566041
"1178","152_06","Non-native",4,152,514522,3566041
"1179","152_07","Native",23,152,515392,3566608
"1180","152_07","Non-native",3,152,515392,3566608
"1181","152_08","Native",19,152,513655,3567999
"1182","152_08","Non-native",3,152,513655,3567999
"1183","152_09","Native",18,152,514695,3567377
"1184","152_09","Non-native",3,152,514695,3567377
"1185","152_10","Native",29,152,513132,3568105
"1186","152_10","Non-native",3,152,513132,3568105
"1187","153_01","Native",17,153,517945,3563320
"1188","153_01","Non-native",3,153,517945,3563320
"1189","153_02","Native",26,153,517653,3564580
"1190","153_02","Non-native",3,153,517653,3564580
"1191","153_03","Native",25,153,515969,3565867
"1192","153_03","Non-native",1,153,515969,3565867
"1193","153_04","Native",25,153,516278,3565177
"1194","153_04","Non-native",2,153,516278,3565177
"1195","153_04a","Native",3,153,516437,3565166
"1196","153_04a","Non-native",1,153,516437,3565166
"1197","153_05","Native",20,153,517305,3565410
"1198","153_05","Non-native",4,153,517305,3565410
"1199","153_06","Native",17,153,516629,3566628
"1200","153_06","Non-native",4,153,516629,3566628
"1201","153_07","Native",25,153,515663,3567394
"1202","153_07","Non-native",3,153,515663,3567394
"1203","153_08","Native",19,153,516249,3567830
"1204","153_08","Non-native",3,153,516249,3567830
"1205","153_09","Native",27,153,514105,3568621
"1206","153_09","Non-native",3,153,514105,3568621
"1207","153_10","Native",24,153,515520,3568001
"1208","153_10","Non-native",3,153,515520,3568001
"1209","153_11","Native",38,153,513186,3569413
"1210","153_11","Non-native",2,153,513186,3569413
"1211","153_12","Native",31,153,514269,3569302
"1212","153_12","Non-native",2,153,514269,3569302
"1213","154_01","Native",14,154,511312,3562468
"1214","154_01","Non-native",4,154,511312,3562468
"1215","154_02","Native",16,154,512631,3562289
"1216","154_02","Non-native",4,154,512631,3562289
"1217","154_03","Native",18,154,514014,3562525
"1218","154_03","Non-native",4,154,514014,3562525
"1219","154_04","Native",13,154,511976,3563483
"1220","154_04","Non-native",4,154,511976,3563483
"1221","154_05","Native",16,154,513026,3563275
"1222","154_05","Non-native",4,154,513026,3563275
"1223","154_06","Native",15,154,514035,3563871
"1224","154_06","Non-native",5,154,514035,3563871
"1225","154_07","Native",14,154,515645,3563091
"1226","154_07","Non-native",4,154,515645,3563091
"1227","154_08","Native",21,154,516087,3563672
"1228","154_08","Non-native",2,154,516087,3563672
"1229","154_09","Native",15,154,514597,3564712
"1230","154_09","Non-native",4,154,514597,3564712
"1231","154_10","Native",15,154,515864,3564202
"1232","154_10","Non-native",3,154,515864,3564202
"1233","154_11","Native",22,154,516471,3564329
"1234","154_11","Non-native",1,154,516471,3564329
"1235","154_12","Native",20,154,514178,3565802
"1236","154_12","Non-native",3,154,514178,3565802
"1237","155_01","Native",13,155,513789,3561386
"1238","155_01","Non-native",4,155,513789,3561386
"1239","155_02","Native",14,155,514773,3561095
"1240","155_02","Non-native",4,155,514773,3561095
"1241","155_03","Native",25,155,517393,3561630
"1242","155_03","Non-native",3,155,517393,3561630
"1243","155_04","Native",17,155,518088,3561583
"1244","155_04","Non-native",2,155,518088,3561583
"1245","155_05","Native",12,155,519205,3561419
"1246","155_05","Non-native",4,155,519205,3561419
"1247","155_06","Native",19,155,520120,3561677
"1248","155_06","Non-native",2,155,520120,3561677
"1249","155_07","Native",21,155,521797,3561458
"1250","155_07","Non-native",2,155,521797,3561458
"1251","155_08","Native",22,155,522565,3561118
"1252","155_08","Non-native",3,155,522565,3561118
"1253","155_09","Native",11,155,514335,3562156
"1254","155_09","Non-native",4,155,514335,3562156
"1255","155_10","Native",16,155,515151,3562654
"1256","155_10","Non-native",4,155,515151,3562654
